transfer_id,sku,source_location,destination_location,ship_date,expected_receipt_date,receipt_date,transfer_qty,transfer_status
TR-20220113-014823,SKU-00651,CD Santiago,Lima,2022-01-13,2022-01-20,2022-01-22,2,received
TR-20220113-016173,SKU-00711,CD Santiago,Concepción,2022-01-13,2022-01-16,2022-01-15,2,received
TR-20220113-016321,SKU-00729,CD Santiago,Santiago,2022-01-13,2022-01-14,2022-01-15,2,received
TR-20220113-017794,SKU-00793,CD Santiago,Lima,2022-01-13,2022-01-20,2022-01-19,1,received
TR-20220114-000650,SKU-00051,CD Santiago,Lima,2022-01-14,2022-01-21,2022-01-19,2,received
TR-20220114-000889,SKU-00062,CD Santiago,Antofagasta,2022-01-14,2022-01-18,2022-01-17,3,received
TR-20220114-001211,SKU-00067,CD Santiago,Concepción,2022-01-14,2022-01-17,2022-01-17,2,received
TR-20220114-003802,SKU-00191,CD Santiago,Lima,2022-01-14,2022-01-21,2022-01-22,2,received
TR-20220114-003852,SKU-00196,CD Santiago,Antofagasta,2022-01-14,2022-01-18,2022-01-16,3,received
TR-20220114-003853,SKU-00196,CD Santiago,Lima,2022-01-14,2022-01-21,2022-01-18,2,received
TR-20220114-004771,SKU-00235,CD Santiago,Concepción,2022-01-14,2022-01-17,2022-01-16,3,received
TR-20220114-006762,SKU-00346,CD Santiago,Lima,2022-01-14,2022-01-21,2022-01-19,1,received
TR-20220114-006994,SKU-00354,CD Santiago,Santiago,2022-01-14,2022-01-15,2022-01-16,3,received
TR-20220114-007075,SKU-00357,CD Santiago,Lima,2022-01-14,2022-01-21,2022-01-23,2,received
TR-20220114-008811,SKU-00412,CD Santiago,Lima,2022-01-14,2022-01-21,2022-01-22,3,received
TR-20220114-009793,SKU-00455,CD Santiago,Lima,2022-01-14,2022-01-21,2022-01-20,2,received
TR-20220114-010970,SKU-00492,CD Santiago,Concepción,2022-01-14,2022-01-17,2022-01-18,2,received
TR-20220114-011206,SKU-00497,CD Santiago,Antofagasta,2022-01-14,2022-01-18,2022-01-17,2,received
TR-20220114-011735,SKU-00529,CD Santiago,Santiago,2022-01-14,2022-01-15,2022-01-15,2,received
TR-20220114-015744,SKU-00693,CD Santiago,Copiapó,2022-01-14,2022-01-17,2022-01-17,4,received
TR-20220114-017295,SKU-00783,CD Santiago,Santiago,2022-01-14,2022-01-15,2022-01-16,2,received
TR-20220114-017795,SKU-00793,CD Santiago,Antofagasta,2022-01-14,2022-01-18,2022-01-16,3,received
TR-20220117-000056,SKU-00015,CD Santiago,Concepción,2022-01-17,2022-01-20,2022-01-20,2,received
TR-20220117-001555,SKU-00074,CD Santiago,Lima,2022-01-17,2022-01-24,2022-01-24,2,received
TR-20220117-001967,SKU-00106,CD Santiago,Lima,2022-01-17,2022-01-24,2022-01-21,4,received
TR-20220117-003029,SKU-00155,CD Santiago,Concepción,2022-01-17,2022-01-20,2022-01-21,2,received
TR-20220117-003064,SKU-00156,CD Santiago,Copiapó,2022-01-17,2022-01-20,2022-01-19,2,received
TR-20220117-003854,SKU-00196,CD Santiago,Lima,2022-01-17,2022-01-24,2022-01-26,2,received
TR-20220117-005093,SKU-00242,CD Santiago,Antofagasta,2022-01-17,2022-01-21,2022-01-21,2,received
TR-20220117-007934,SKU-00382,CD Santiago,Santiago,2022-01-17,2022-01-18,2022-01-18,3,received
TR-20220117-008094,SKU-00392,CD Santiago,Lima,2022-01-17,2022-01-24,2022-01-22,5,received
TR-20220117-009158,SKU-00423,CD Santiago,Concepción,2022-01-17,2022-01-20,2022-01-19,3,received
TR-20220117-010309,SKU-00480,CD Santiago,Santiago,2022-01-17,2022-01-18,2022-01-19,3,received
TR-20220117-010929,SKU-00489,CD Santiago,Santiago,2022-01-17,2022-01-18,2022-01-18,2,received
TR-20220117-010971,SKU-00492,CD Santiago,Santiago,2022-01-17,2022-01-18,2022-01-18,1,received
TR-20220117-011207,SKU-00497,CD Santiago,Lima,2022-01-17,2022-01-24,2022-01-21,2,received
TR-20220117-011398,SKU-00509,CD Santiago,Antofagasta,2022-01-17,2022-01-21,2022-01-22,1,received
TR-20220117-011927,SKU-00537,CD Santiago,Lima,2022-01-17,2022-01-24,2022-01-23,2,received
TR-20220117-012435,SKU-00554,CD Santiago,Concepción,2022-01-17,2022-01-20,2022-01-20,2,received
TR-20220117-013377,SKU-00587,CD Santiago,Copiapó,2022-01-17,2022-01-20,2022-01-21,2,received
TR-20220117-013761,SKU-00611,CD Santiago,Copiapó,2022-01-17,2022-01-20,2022-01-20,1,received
TR-20220117-015172,SKU-00662,CD Santiago,Lima,2022-01-17,2022-01-24,2022-01-24,1,received
TR-20220117-015296,SKU-00666,CD Santiago,Copiapó,2022-01-17,2022-01-20,2022-01-19,1,received
TR-20220117-015682,SKU-00688,CD Santiago,Lima,2022-01-17,2022-01-24,2022-01-24,1,received
TR-20220117-015745,SKU-00693,CD Santiago,Concepción,2022-01-17,2022-01-20,2022-01-19,2,received
TR-20220117-016432,SKU-00734,CD Santiago,Santiago,2022-01-17,2022-01-18,2022-01-18,3,received
TR-20220117-016934,SKU-00765,CD Santiago,Copiapó,2022-01-17,2022-01-20,2022-01-22,2,received
TR-20220118-001584,SKU-00076,CD Santiago,Santiago,2022-01-18,2022-01-19,2022-01-19,1,received
TR-20220118-001857,SKU-00099,CD Santiago,Concepción,2022-01-18,2022-01-21,2022-01-21,1,received
TR-20220118-001968,SKU-00106,CD Santiago,Copiapó,2022-01-18,2022-01-21,2022-01-21,3,received
TR-20220118-003855,SKU-00196,CD Santiago,Concepción,2022-01-18,2022-01-21,2022-01-20,1,received
TR-20220118-004447,SKU-00222,CD Santiago,Antofagasta,2022-01-18,2022-01-22,2022-01-22,1,received
TR-20220118-005337,SKU-00263,CD Santiago,Copiapó,2022-01-18,2022-01-21,2022-01-22,1,received
TR-20220118-006696,SKU-00340,CD Santiago,Santiago,2022-01-18,2022-01-19,2022-01-20,1,received
TR-20220118-007313,SKU-00374,CD Santiago,Antofagasta,2022-01-18,2022-01-22,2022-01-20,2,received
TR-20220118-008979,SKU-00419,CD Santiago,Antofagasta,2022-01-18,2022-01-22,2022-01-21,2,received
TR-20220118-009159,SKU-00423,CD Santiago,Santiago,2022-01-18,2022-01-19,2022-01-19,2,received
TR-20220118-011399,SKU-00509,CD Santiago,Santiago,2022-01-18,2022-01-19,2022-01-19,2,received
TR-20220118-012015,SKU-00540,CD Santiago,Santiago,2022-01-18,2022-01-19,2022-01-19,2,received
TR-20220118-012436,SKU-00554,CD Santiago,Copiapó,2022-01-18,2022-01-21,2022-01-20,8,received
TR-20220118-013378,SKU-00587,CD Santiago,Santiago,2022-01-18,2022-01-19,2022-01-20,2,received
TR-20220118-014512,SKU-00641,CD Santiago,Antofagasta,2022-01-18,2022-01-22,2022-01-21,1,received
TR-20220118-015297,SKU-00666,CD Santiago,Antofagasta,2022-01-18,2022-01-22,2022-01-24,1,received
TR-20220118-016606,SKU-00736,CD Santiago,Copiapó,2022-01-18,2022-01-21,2022-01-23,2,received
TR-20220118-017032,SKU-00769,CD Santiago,Santiago,2022-01-18,2022-01-19,2022-01-19,2,received
TR-20220118-017893,SKU-00798,CD Santiago,Concepción,2022-01-18,2022-01-21,2022-01-20,1,received
TR-20220119-000446,SKU-00031,CD Santiago,Santiago,2022-01-19,2022-01-20,2022-01-20,1,received
TR-20220119-000581,SKU-00041,CD Santiago,Lima,2022-01-19,2022-01-26,2022-01-27,3,received
TR-20220119-000651,SKU-00051,CD Santiago,Concepción,2022-01-19,2022-01-22,2022-01-23,3,received
TR-20220119-002734,SKU-00135,CD Santiago,Antofagasta,2022-01-19,2022-01-23,2022-01-24,1,received
TR-20220119-002884,SKU-00137,CD Santiago,Copiapó,2022-01-19,2022-01-22,2022-01-23,2,received
TR-20220119-003065,SKU-00156,CD Santiago,Concepción,2022-01-19,2022-01-22,2022-01-22,3,received
TR-20220119-003394,SKU-00159,CD Santiago,Lima,2022-01-19,2022-01-26,2022-01-26,2,received
TR-20220119-004263,SKU-00214,CD Santiago,Santiago,2022-01-19,2022-01-20,2022-01-20,3,received
TR-20220119-004525,SKU-00223,CD Santiago,Antofagasta,2022-01-19,2022-01-23,2022-01-21,1,received
TR-20220119-007119,SKU-00362,CD Santiago,Santiago,2022-01-19,2022-01-20,2022-01-20,1,received
TR-20220119-008232,SKU-00396,CD Santiago,Lima,2022-01-19,2022-01-26,2022-01-26,5,received
TR-20220119-008559,SKU-00401,CD Santiago,Copiapó,2022-01-19,2022-01-22,2022-01-23,2,received
TR-20220119-010310,SKU-00480,CD Santiago,Concepción,2022-01-19,2022-01-22,2022-01-24,1,received
TR-20220119-010558,SKU-00487,CD Santiago,Antofagasta,2022-01-19,2022-01-23,2022-01-24,5,received
TR-20220119-011400,SKU-00509,CD Santiago,Antofagasta,2022-01-19,2022-01-23,2022-01-25,2,received
TR-20220119-012016,SKU-00540,CD Santiago,Lima,2022-01-19,2022-01-26,2022-01-28,1,received
TR-20220119-012017,SKU-00540,CD Santiago,Santiago,2022-01-19,2022-01-20,2022-01-20,5,received
TR-20220119-014296,SKU-00626,CD Santiago,Concepción,2022-01-19,2022-01-22,2022-01-23,2,received
TR-20220119-014513,SKU-00641,CD Santiago,Santiago,2022-01-19,2022-01-20,2022-01-21,3,received
TR-20220119-015892,SKU-00699,CD Santiago,Santiago,2022-01-19,2022-01-20,2022-01-20,4,received
TR-20220120-000447,SKU-00031,CD Santiago,Lima,2022-01-20,2022-01-27,2022-01-24,1,received
TR-20220120-003507,SKU-00168,CD Santiago,Concepción,2022-01-20,2022-01-23,2022-01-25,1,received
TR-20220120-004264,SKU-00214,CD Santiago,Copiapó,2022-01-20,2022-01-23,2022-01-25,3,received
TR-20220120-004859,SKU-00241,CD Santiago,Santiago,2022-01-20,2022-01-21,2022-01-21,2,received
TR-20220120-007650,SKU-00380,CD Santiago,Lima,2022-01-20,2022-01-27,2022-01-27,1,received
TR-20220120-008015,SKU-00389,CD Santiago,Santiago,2022-01-20,2022-01-21,2022-01-21,3,received
TR-20220120-010559,SKU-00487,CD Santiago,Copiapó,2022-01-20,2022-01-23,2022-01-24,2,received
TR-20220120-012437,SKU-00554,CD Santiago,Copiapó,2022-01-20,2022-01-23,2022-01-22,6,received
TR-20220120-012888,SKU-00579,CD Santiago,Copiapó,2022-01-20,2022-01-23,2022-01-25,1,received
TR-20220120-013034,SKU-00581,CD Santiago,Copiapó,2022-01-20,2022-01-23,2022-01-24,1,received
TR-20220120-013132,SKU-00582,CD Santiago,Antofagasta,2022-01-20,2022-01-24,2022-01-27,3,received
TR-20220120-013133,SKU-00582,CD Santiago,Santiago,2022-01-20,2022-01-21,2022-01-21,3,received
TR-20220120-013537,SKU-00591,CD Santiago,Antofagasta,2022-01-20,2022-01-24,2022-01-24,4,received
TR-20220120-014514,SKU-00641,CD Santiago,Copiapó,2022-01-20,2022-01-23,2022-01-22,2,received
TR-20220120-015692,SKU-00689,CD Santiago,Santiago,2022-01-20,2022-01-21,2022-01-21,3,received
TR-20220120-017296,SKU-00783,CD Santiago,Concepción,2022-01-20,2022-01-23,2022-01-23,2,received
TR-20220120-017297,SKU-00783,CD Santiago,Santiago,2022-01-20,2022-01-21,2022-01-22,3,received
TR-20220121-003508,SKU-00168,CD Santiago,Santiago,2022-01-21,2022-01-22,2022-01-23,2,received
TR-20220121-006713,SKU-00341,CD Santiago,Santiago,2022-01-21,2022-01-22,2022-01-22,1,received
TR-20220121-007651,SKU-00380,CD Santiago,Copiapó,2022-01-21,2022-01-24,2022-01-23,2,received
TR-20220121-007652,SKU-00380,CD Santiago,Santiago,2022-01-21,2022-01-22,2022-01-22,2,received
TR-20220121-008141,SKU-00394,CD Santiago,Concepción,2022-01-21,2022-01-24,2022-01-24,1,received
TR-20220121-010311,SKU-00480,CD Santiago,Copiapó,2022-01-21,2022-01-24,2022-01-23,1,received
TR-20220124-000057,SKU-00015,CD Santiago,Antofagasta,2022-01-24,2022-01-28,2022-01-31,1,received
TR-20220124-000448,SKU-00031,CD Santiago,Concepción,2022-01-24,2022-01-27,2022-01-26,1,received
TR-20220124-000652,SKU-00051,CD Santiago,Lima,2022-01-24,2022-01-31,2022-01-31,3,received
TR-20220124-000890,SKU-00062,CD Santiago,Lima,2022-01-24,2022-01-31,2022-01-30,1,received
TR-20220124-001318,SKU-00070,CD Santiago,Concepción,2022-01-24,2022-01-27,2022-01-26,2,received
TR-20220124-002282,SKU-00122,CD Santiago,Copiapó,2022-01-24,2022-01-27,2022-01-27,3,received
TR-20220124-002478,SKU-00124,CD Santiago,Lima,2022-01-24,2022-01-31,2022-02-01,4,received
TR-20220124-003066,SKU-00156,CD Santiago,Copiapó,2022-01-24,2022-01-27,2022-01-28,3,received
TR-20220124-003608,SKU-00170,CD Santiago,Concepción,2022-01-24,2022-01-27,2022-01-28,1,received
TR-20220124-003856,SKU-00196,CD Santiago,Concepción,2022-01-24,2022-01-27,2022-01-27,2,received
TR-20220124-004265,SKU-00214,CD Santiago,Santiago,2022-01-24,2022-01-25,2022-01-25,3,received
TR-20220124-005262,SKU-00257,CD Santiago,Santiago,2022-01-24,2022-01-25,2022-01-25,2,received
TR-20220124-006091,SKU-00303,CD Santiago,Concepción,2022-01-24,2022-01-27,2022-01-27,2,received
TR-20220124-006738,SKU-00343,CD Santiago,Lima,2022-01-24,2022-01-31,2022-02-02,2,received
TR-20220124-007384,SKU-00378,CD Santiago,Santiago,2022-01-24,2022-01-25,2022-01-26,2,received
TR-20220124-008142,SKU-00394,CD Santiago,Concepción,2022-01-24,2022-01-27,2022-01-29,2,received
TR-20220124-010216,SKU-00471,CD Santiago,Santiago,2022-01-24,2022-01-25,2022-01-26,2,received
TR-20220124-010312,SKU-00480,CD Santiago,Concepción,2022-01-24,2022-01-27,2022-01-26,2,received
TR-20220124-010313,SKU-00480,CD Santiago,Copiapó,2022-01-24,2022-01-27,2022-01-28,2,received
TR-20220124-010972,SKU-00492,CD Santiago,Santiago,2022-01-24,2022-01-25,2022-01-25,2,received
TR-20220124-012814,SKU-00571,CD Santiago,Concepción,2022-01-24,2022-01-27,2022-01-26,1,received
TR-20220124-013937,SKU-00617,CD Santiago,Antofagasta,2022-01-24,2022-01-28,2022-01-31,2,received
TR-20220124-014737,SKU-00643,CD Santiago,Copiapó,2022-01-24,2022-01-27,2022-01-27,2,received
TR-20220124-015298,SKU-00666,CD Santiago,Concepción,2022-01-24,2022-01-27,2022-01-28,1,received
TR-20220124-015718,SKU-00692,CD Santiago,Santiago,2022-01-24,2022-01-25,2022-01-25,1,received
TR-20220125-000058,SKU-00015,CD Santiago,Concepción,2022-01-25,2022-01-28,2022-01-29,3,received
TR-20220125-001212,SKU-00067,CD Santiago,Santiago,2022-01-25,2022-01-26,2022-01-26,1,received
TR-20220125-001319,SKU-00070,CD Santiago,Santiago,2022-01-25,2022-01-26,2022-01-26,5,received
TR-20220125-002735,SKU-00135,CD Santiago,Santiago,2022-01-25,2022-01-26,2022-01-27,2,received
TR-20220125-003067,SKU-00156,CD Santiago,Lima,2022-01-25,2022-02-01,2022-01-30,3,received
TR-20220125-003509,SKU-00168,CD Santiago,Santiago,2022-01-25,2022-01-26,2022-01-26,2,received
TR-20220125-004448,SKU-00222,CD Santiago,Concepción,2022-01-25,2022-01-28,2022-01-28,2,received
TR-20220125-007314,SKU-00374,CD Santiago,Concepción,2022-01-25,2022-01-28,2022-01-29,1,received
TR-20220125-007653,SKU-00380,CD Santiago,Antofagasta,2022-01-25,2022-01-29,2022-01-30,5,received
TR-20220125-007654,SKU-00380,CD Santiago,Santiago,2022-01-25,2022-01-26,2022-01-26,3,received
TR-20220125-008649,SKU-00402,CD Santiago,Antofagasta,2022-01-25,2022-01-29,2022-01-28,1,received
TR-20220125-009160,SKU-00423,CD Santiago,Santiago,2022-01-25,2022-01-26,2022-01-26,4,received
TR-20220125-009794,SKU-00455,CD Santiago,Lima,2022-01-25,2022-02-01,2022-01-30,1,received
TR-20220125-010560,SKU-00487,CD Santiago,Copiapó,2022-01-25,2022-01-28,2022-01-29,2,received
TR-20220125-012018,SKU-00540,CD Santiago,Concepción,2022-01-25,2022-01-28,2022-01-30,2,received
TR-20220125-012019,SKU-00540,CD Santiago,Lima,2022-01-25,2022-02-01,2022-02-03,3,received
TR-20220125-013134,SKU-00582,CD Santiago,Antofagasta,2022-01-25,2022-01-29,2022-01-28,3,received
TR-20220125-013676,SKU-00608,CD Santiago,Lima,2022-01-25,2022-02-01,2022-01-31,1,received
TR-20220125-016433,SKU-00734,CD Santiago,Copiapó,2022-01-25,2022-01-28,2022-01-29,1,received
TR-20220125-017298,SKU-00783,CD Santiago,Concepción,2022-01-25,2022-01-28,2022-01-28,3,received
TR-20220126-000059,SKU-00015,CD Santiago,Antofagasta,2022-01-26,2022-01-30,2022-01-31,2,received
TR-20220126-000449,SKU-00031,CD Santiago,Lima,2022-01-26,2022-02-02,2022-02-01,2,received
TR-20220126-000891,SKU-00062,CD Santiago,Santiago,2022-01-26,2022-01-27,2022-01-27,2,received
TR-20220126-002594,SKU-00126,CD Santiago,Concepción,2022-01-26,2022-01-29,2022-01-28,2,received
TR-20220126-003068,SKU-00156,CD Santiago,Santiago,2022-01-26,2022-01-27,2022-01-27,5,received
TR-20220126-003702,SKU-00178,CD Santiago,Antofagasta,2022-01-26,2022-01-30,2022-01-30,2,received
TR-20220126-004266,SKU-00214,CD Santiago,Santiago,2022-01-26,2022-01-27,2022-01-27,4,received
TR-20220126-006179,SKU-00308,CD Santiago,Antofagasta,2022-01-26,2022-01-30,2022-01-29,2,received
TR-20220126-006763,SKU-00346,CD Santiago,Concepción,2022-01-26,2022-01-29,2022-01-30,1,received
TR-20220126-007385,SKU-00378,CD Santiago,Santiago,2022-01-26,2022-01-27,2022-01-28,3,received
TR-20220126-010561,SKU-00487,CD Santiago,Lima,2022-01-26,2022-02-02,2022-02-02,4,received
TR-20220126-011075,SKU-00494,CD Santiago,Antofagasta,2022-01-26,2022-01-30,2022-01-29,3,received
TR-20220126-012601,SKU-00555,CD Santiago,Santiago,2022-01-26,2022-01-27,2022-01-27,1,received
TR-20220126-012620,SKU-00556,CD Santiago,Copiapó,2022-01-26,2022-01-29,2022-01-31,1,received
TR-20220126-013762,SKU-00611,CD Santiago,Copiapó,2022-01-26,2022-01-29,2022-01-28,2,received
TR-20220126-014095,SKU-00618,CD Santiago,Antofagasta,2022-01-26,2022-01-30,2022-01-28,2,received
TR-20220126-014515,SKU-00641,CD Santiago,Copiapó,2022-01-26,2022-01-29,2022-01-30,3,received
TR-20220126-016048,SKU-00704,CD Santiago,Copiapó,2022-01-26,2022-01-29,2022-01-28,2,received
TR-20220126-016049,SKU-00704,CD Santiago,Santiago,2022-01-26,2022-01-27,2022-01-27,2,received
TR-20220126-017547,SKU-00784,CD Santiago,Copiapó,2022-01-26,2022-01-29,2022-01-28,1,received
TR-20220127-001787,SKU-00097,CD Santiago,Santiago,2022-01-27,2022-01-28,2022-01-28,1,received
TR-20220127-001969,SKU-00106,CD Santiago,Lima,2022-01-27,2022-02-03,2022-01-31,3,received
TR-20220127-002479,SKU-00124,CD Santiago,Concepción,2022-01-27,2022-01-30,2022-01-30,1,received
TR-20220127-002603,SKU-00127,CD Santiago,Lima,2022-01-27,2022-02-03,2022-02-01,1,received
TR-20220127-004267,SKU-00214,CD Santiago,Copiapó,2022-01-27,2022-01-30,2022-01-30,3,received
TR-20220127-004526,SKU-00223,CD Santiago,Antofagasta,2022-01-27,2022-01-31,2022-01-31,2,received
TR-20220127-004772,SKU-00235,CD Santiago,Concepción,2022-01-27,2022-01-30,2022-01-30,3,received
TR-20220127-005730,SKU-00291,CD Santiago,Concepción,2022-01-27,2022-01-30,2022-01-30,2,received
TR-20220127-008916,SKU-00415,CD Santiago,Copiapó,2022-01-27,2022-01-30,2022-01-29,1,received
TR-20220127-014824,SKU-00651,CD Santiago,Antofagasta,2022-01-27,2022-01-31,2022-01-29,1,received
TR-20220127-015746,SKU-00693,CD Santiago,Concepción,2022-01-27,2022-01-30,2022-01-30,2,received
TR-20220127-016715,SKU-00747,CD Santiago,Concepción,2022-01-27,2022-01-30,2022-01-29,2,received
TR-20220128-000384,SKU-00026,CD Santiago,Santiago,2022-01-28,2022-01-29,2022-01-30,1,received
TR-20220128-003030,SKU-00155,CD Santiago,Santiago,2022-01-28,2022-01-29,2022-01-29,1,received
TR-20220128-003857,SKU-00196,CD Santiago,Antofagasta,2022-01-28,2022-02-01,2022-01-31,2,received
TR-20220128-005127,SKU-00245,CD Santiago,Copiapó,2022-01-28,2022-01-31,2022-01-30,3,received
TR-20220128-005239,SKU-00256,CD Santiago,Lima,2022-01-28,2022-02-04,2022-02-06,1,received
TR-20220128-005731,SKU-00291,CD Santiago,Santiago,2022-01-28,2022-01-29,2022-01-29,2,received
TR-20220128-006764,SKU-00346,CD Santiago,Lima,2022-01-28,2022-02-04,2022-02-04,1,received
TR-20220128-007386,SKU-00378,CD Santiago,Santiago,2022-01-28,2022-01-29,2022-01-29,3,received
TR-20220128-008560,SKU-00401,CD Santiago,Santiago,2022-01-28,2022-01-29,2022-01-30,2,received
TR-20220128-009665,SKU-00444,CD Santiago,Antofagasta,2022-01-28,2022-02-01,2022-01-31,2,received
TR-20220128-013379,SKU-00587,CD Santiago,Santiago,2022-01-28,2022-01-29,2022-01-29,2,received
TR-20220128-014825,SKU-00651,CD Santiago,Lima,2022-01-28,2022-02-04,2022-02-05,3,received
TR-20220128-014826,SKU-00651,CD Santiago,Santiago,2022-01-28,2022-01-29,2022-01-29,3,received
TR-20220128-016265,SKU-00727,CD Santiago,Lima,2022-01-28,2022-02-04,2022-02-04,2,received
TR-20220128-016935,SKU-00765,CD Santiago,Copiapó,2022-01-28,2022-01-31,2022-01-31,3,received
TR-20220131-000060,SKU-00015,CD Santiago,Antofagasta,2022-01-31,2022-02-04,2022-02-06,2,received
TR-20220131-000653,SKU-00051,CD Santiago,Concepción,2022-01-31,2022-02-03,2022-02-03,5,received
TR-20220131-000892,SKU-00062,CD Santiago,Antofagasta,2022-01-31,2022-02-04,2022-02-02,2,received
TR-20220131-002682,SKU-00133,CD Santiago,Antofagasta,2022-01-31,2022-02-04,2022-02-04,2,received
TR-20220131-003463,SKU-00165,CD Santiago,Santiago,2022-01-31,2022-02-01,2022-02-01,2,received
TR-20220131-004268,SKU-00214,CD Santiago,Copiapó,2022-01-31,2022-02-03,2022-02-03,3,received
TR-20220131-004860,SKU-00241,CD Santiago,Copiapó,2022-01-31,2022-02-03,2022-02-04,4,received
TR-20220131-007120,SKU-00362,CD Santiago,Lima,2022-01-31,2022-02-07,2022-02-07,1,received
TR-20220131-008143,SKU-00394,CD Santiago,Concepción,2022-01-31,2022-02-03,2022-02-04,1,received
TR-20220131-010314,SKU-00480,CD Santiago,Copiapó,2022-01-31,2022-02-03,2022-02-05,3,received
TR-20220131-010562,SKU-00487,CD Santiago,Copiapó,2022-01-31,2022-02-03,2022-02-02,6,received
TR-20220131-010563,SKU-00487,CD Santiago,Santiago,2022-01-31,2022-02-01,2022-02-01,3,received
TR-20220131-011076,SKU-00494,CD Santiago,Antofagasta,2022-01-31,2022-02-04,2022-02-03,3,received
TR-20220131-011817,SKU-00536,CD Santiago,Copiapó,2022-01-31,2022-02-03,2022-02-05,3,received
TR-20220131-011818,SKU-00536,CD Santiago,Santiago,2022-01-31,2022-02-01,2022-02-02,2,received
TR-20220131-012621,SKU-00556,CD Santiago,Copiapó,2022-01-31,2022-02-03,2022-02-02,2,received
TR-20220131-015448,SKU-00667,CD Santiago,Antofagasta,2022-01-31,2022-02-04,2022-02-05,2,received
TR-20220131-015864,SKU-00694,CD Santiago,Copiapó,2022-01-31,2022-02-03,2022-02-02,2,received
TR-20220131-015893,SKU-00699,CD Santiago,Lima,2022-01-31,2022-02-07,2022-02-10,3,received
TR-20220131-015894,SKU-00699,CD Santiago,Santiago,2022-01-31,2022-02-01,2022-02-02,3,received
TR-20220131-017548,SKU-00784,CD Santiago,Copiapó,2022-01-31,2022-02-03,2022-02-03,2,received
